,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,DOT_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
274,C-11329-55883,2011-11-30,2011-11-25,CERTIFIED,H-2B,NY,2012-03-01,2012-12-20,RSLA INC,62 MUIR BLVD,,EAST HAMPTON,NY,11937,JOHN GISMONDI,WESTBURY,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",5.0,5,9.2,HR,9.2,HR
275,C-11329-55884,2011-11-30,2011-11-25,CERTIFIED,H-2B,NY,2012-03-01,2012-12-20,FRANK ABBATIELLO LANDSCAPING,23 NEWBROOK LANE,,EAST NORTHPORT,NY,11731,JOHN GISMONDI GISMONDI,WESBURY,NY,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",4.0,4,9.2,HR,9.2,HR
276,C-11329-55886,2011-11-30,2011-11-25,PARTIAL CERTIFIED,H-2B,NY,2012-03-01,2012-12-20,JAMES H LYNCH LANDSCAPING SERVICES INC,375 DAVID WHITE'S LANE,,SOUTHAMPTON,NY,11968,JOHN GISMONDI,WESTBURY,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",12.0,11,9.2,HR,9.2,HR
277,C-11329-55887,2011-11-30,2011-11-25,CERTIFIED,H-2B,NY,2012-03-01,2012-12-15,ISLANDS END GOLF & COUNTRY CLUB,5025 ROUTE 25,PO BOX 2066,GREENPORT,NY,11944,JOHN GISMONDI GISMONDI,WESTBURY,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",10.0,10,,,,
278,C-11329-55890,2011-11-30,2011-11-25,CERTIFIED,H-2B,MO,2012-03-01,2012-12-20,HOOPS LAWN & LANDSCAPING LLC,32 ROYAL ASPEN COURT,,ST. CHARLES,MO,63304,JOHN GISMONDI,WESTBURY,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",7.0,7,9.43,HR,9.43,HR
279,C-11329-55891,2011-11-30,2011-11-25,CERTIFIED,H-2B,NY,2012-03-01,2012-12-15,ASCAPE LANDSCAPE & CONSTRUCTION CORP,634 ROUTE 303,,BLAUVELT,NY,10913,JOHN GISMONDI,WESTBURY,NY,406.684-018,Garden Worker,373019.0,"Grounds Maintenance Workers, All Other",GARDEN WORKER,8.0,8,,,,
280,C-11329-55892,2011-11-30,2011-11-25,CERTIFIED,H-2B,NY,2012-03-01,2012-12-20,RODNEY'S LANDSCAPING,996 JERUSALEM AVENUE,,UNIONDALE,NY,11553,JOHN GISMONDI,WESTBURY,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",3.0,3,9.2,HR,9.2,HR
281,C-11329-55894,2011-11-30,2011-11-25,CERTIFIED,H-2B,NY,2012-03-01,2012-10-30,MIKE WALSH & SONS GREENHOUSES INC,328 PATCHOGUE YAPANK ROAD,,EAST PATCHOGUE,NY,11772,JOHN GISMONDI,WESTBURY,NY,180.167-042,"Manager, Nursery",119011.0,"Farm, Ranch, and Other Agricultural Managers","MANAGER, NURSERY",4.0,4,9.29,HR,9.29,HR
282,C-11334-55971,2011-11-30,2011-11-29,CERTIFIED,H-2B,ME,2011-10-01,2012-06-02,ALLAGASH MAPLE PRODUCTS INC.,279 BACK RD,,SKOWHEGAN,ME,4976,JEREMY CLYDE STEEVES,SKOWHEGAN,ME,453.687-014,"Laborer, Tree Tapping",454011.0,Forest and Conservation Workers,"LABORER, TREE TAPPING",45.0,45,11.0,HR,11.0,HR
283,C-11334-55974,2011-11-30,2011-11-29,PARTIAL CERTIFIED,H-2B,ME,2011-11-01,2012-06-02,ALLAGASH MAPLE PRODUCTS INC.,279 BACK RD,,SKOWHEGAN,ME,4976,JEREMY CLYDE STEEVES,SKOWHEGAN,ME,453.687-014,"Laborer, Tree Tapping",454011.0,Forest and Conservation Workers,"LABORER, TREE TAPPING",50.0,49,11.0,HR,11.0,HR
284,C-11299-55662,2011-12-01,2011-10-26,DENIED,H-2B,TX,2011-12-01,2012-11-30,SEFANIT T. ASFAW,1511 NORTH SHORE DRIVE,,MISSOURI CITY,TX,77459,IMDAD A SEEHAR,HOUSTON,TX,301.677-010,Child Monitor,399011.0,Child Care Workers,CHILD MONITOR,1.0,0,10.65,HR,10.65,HR
285,C-11299-55666,2011-12-01,2011-10-26,DENIED,H-2B,AZ,2011-11-22,2012-08-31,SENOR SAGUARO,7596 N. 87TH AVE.,,GLENDALE,AZ,85305,CHARLES JAN THURGOOD,PHOENIX,AZ,861.381-054,Tile Setter,472044.0,Tile and Marble Setters,TILE SETTER,18.0,0,13.0,HR,13.0,HR
286,C-11301-55670,2011-12-01,2011-10-28,CERTIFIED,H-2B,NV,2011-12-10,2012-10-01,"HARVEYS TAHOE MANAGEMENT COMPANY, INC. DBA HARRAH'",15 HWY. 50,,STATELINE,NV,89449,RITA PROVATAS,NEW LONDON,CT,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",40.0,40,10.28,HR,10.28,HR
287,C-11304-55673,2011-12-01,2011-10-31,DENIED,H-2B,TX,2012-02-06,2013-02-01,"QUALITY PUMP PARTS, INC",P.O. BOX 532,,CROSBY,TX,77532,,,,169.167-010,Administrative Assistant,436011.0,Executive Secretaries and Administrative Assistants,ADMINISTRATIVE ASSISTANT,1.0,0,1400.0,MTH,1400.0,MTH
288,C-11305-55678,2011-12-01,2011-11-01,DENIED,H-2B,TX,2012-01-23,2012-11-16,"HENDERSON CONCRETE, INC.",15914 US HWY 80,,EDGEWOOD,TX,75117,LORI ANN WHITTEN  OR DANIELLE RENE CLARK,WYLIE,TX,869.664-014,Construction Worker I,473012.0,Helpers--Carpenters,CONSTRUCTION WORKER I,8.0,0,,,,
289,C-11306-55690,2011-12-01,2011-11-02,DENIED,H-2B,MD,2011-12-01,2014-12-01,UNIVERSOFT LLC,12423 FALCONBRIDGE DR,,NORTH POTOMAC,MD,20878,,,,301.677-010,Child Monitor,399011.0,Child Care Workers,CHILD MONITOR,1.0,0,,WK,400.0,WK
290,C-11308-55703,2011-12-01,2011-11-04,DENIED,H-2B,TN,2012-01-01,2012-12-31,VICKIE C. TOMLINSON,5545 COTTONPORT DRIVE,,BRENTWOOD,TN,37027,,,,309.674-014,Personal Attendant,399021.0,Personal and Home Care Aides,PERSONAL ATTENDANT,1.0,0,9.84,MTH,9.84,MTH
291,C-11311-55718,2011-12-01,2011-11-07,DENIED,H-2B,VA,2011-12-02,2012-06-15,HIGH SIERRA POOLS INC,2704 COLUMBIA PIKE,,ARLINGTON,VA,22204,,,,379.667-014,Lifeguard,339092.0,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",LIFEGUARD,63.0,0,8.8,HR,8.8,HR
292,C-11312-55722,2011-12-01,2011-11-08,DENIED,H-2B,UT,2012-03-01,2012-10-31,"HUSKIE'Z LANDSCAPING, INC.",14121 NEW PEAK CIRCLE,,RIVERTON,UT,84096,,,,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",10.0,0,,HR,8.0,HR
293,C-11313-55728,2011-12-01,2011-11-09,DENIED,H-2B,NJ,2012-01-01,2012-10-31,"RON FISHER, LLC DBA RON FISHER FARMS",601 BELLEVUE AVENUE,,HAMMONTON,NJ,8037,TAHIR MELLA,PHILADELPHIA,PA,402.687-010,"Farmworker, Vegetable II",452092.0,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","FARMWORKER, VEGETABLE II",2.0,0,12.96,HR,12.96,HR
294,C-11318-55739,2011-12-01,2011-11-14,CERTIFIED,H-2B,NY,2012-02-01,2012-11-18,RED BULL NEW YORK,600 CAPE MAY STREET,,HARRISON,NJ,7029,,,,153.227-010,"Coach, Professional Athletes",272022.0,Coaches and Scouts,"COACH, PROFESSIONAL ATHLETES",35.0,35,11.42,HR,12.0,HR
295,C-11318-55751,2011-12-01,2011-11-14,DENIED,H-2B,CA,2011-12-11,2012-04-30,MAMMOTH MOUNTAIN SKI AREA LLC DBA MAMMOTH MOUNTAIN,#1 MINARET RD,BOX 24,MAMMOTH LAKES,CA,93546,,,,153.117-010,Head Coach,272022.0,Coaches and Scouts,HEAD COACH,40.0,0,13.66,HR,13.66,HR
296,C-11318-55752,2011-12-01,2011-11-14,DENIED,H-2B,CA,2011-12-11,2012-04-30,MAMMOTH MOUNTAIN SKI AREA LLC,#1 MINARET RD,BOX 24,MAMMOTH LAKES,CA,93546,,,,153.224-010,Athletic Trainer,299091.0,Athletic Trainers,ATHLETIC TRAINER,6.0,0,19.45,HR,19.45,HR
297,C-11318-55753,2011-12-01,2011-11-14,DENIED,H-2B,CA,2011-12-11,2012-04-30,MAMMOTH MOUNTAIN SKI AREA LLC,BOX 24,#1 MINARET RD.,MAMMOTH LAKES,CA,93546,,,,329.137-010,"Superintendent, Service",391021.0,First-Line Supervisors/Managers of Personal Service Workers,"SUPERINTENDENT, SERVICE",4.0,0,19.45,HR,19.45,HR
298,C-11318-55756,2011-12-01,2011-11-14,PARTIAL CERTIFIED,H-2B,CA,2012-02-23,2012-12-23,"DEL CONTE'S LANDSCAPING, INC.",41900 BOSCELL ROAD,,FREMONT,CA,94538,,,,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",30.0,28,10.13,HR,10.13,HR
299,C-11318-55757,2011-12-01,2011-11-14,PARTIAL CERTIFIED,H-2B,PA,2012-02-21,2012-12-14,CLARKE'S LANDSCAPING AND LAWNCARE INC.,3151 FUNKS ROAD,,HATFIELD,PA,19440,MICHELLE SELINA SKOLE,BENSALEM,PA,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",20.0,17,,,,
300,C-11318-55758,2011-12-01,2011-11-14,CERTIFIED,H-2B,PA,2012-02-15,2012-12-04,GALBALLY LANDSCAPING INC.,985 DAVISVILLE ROAD,,WILLOW GROVE,PA,19090,MICHELLE SELINA SKOLE / LAW OFFICE OF MICHELLE SKO,BENSALEM,PA,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8.0,8,9.54,HR,9.54,HR
301,C-11319-55768,2011-12-01,2011-11-15,CERTIFIED,H-2B,KY,2012-02-01,2012-11-30,AVALON FARM,"110 WEST 7TH ST., SUITE 2700",,TULSA,OK,74019,LAURA ELIZABETH CONLEY MORGAN,LEXINGTON,KY,410.674-022,Stable Attendant,392021.0,Nonfarm Animal Caretakers,STABLE ATTENDANT,2.0,2,8.08,HR,8.08,HR
302,C-11320-55776,2011-12-01,2011-11-16,CERTIFIED,H-2B,OR,2011-12-12,2012-06-13,"L&B REFORESTATION, INC.",24745 ALSEA HWY,PO BOX 1599,PHILOMATH,OR,97370,,,,452.687-018,Tree Planter,454011.0,Forest and Conservation Workers,TREE PLANTER,17.0,17,13.34,HR,13.34,HR
303,C-11321-55789,2011-12-01,2011-11-17,CERTIFIED,H-2B,NM,2011-12-01,2012-05-31,CLASSIC RACING STABLES,1101 HIGHWAY 114,,GRAPEVINE,TX,76051,CRAIG D. MCDOUGAL,NORMAN,OK,410.674-010,Animal Caretaker,392021.0,Nonfarm Animal Caretakers,ANIMAL CARETAKER,25.0,25,8.48,HR,8.48,HR
304,C-11322-55796,2011-12-01,2011-11-18,CERTIFIED,H-2B,TX,2012-02-25,2012-11-25,"JD'S MAKIT GREEN, INC. DBA JD'S LAWN",PO BOX 877,,WYLIE,TX,75098,LORI ANN WHITTEN/ACTION VISA ASSISTANCE,WYLIE,TX,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",18.0,18,8.16,HR,8.16,HR
305,C-11322-55800,2011-12-01,2011-11-18,CERTIFIED,H-2B,NJ,2012-02-22,2012-10-31,"FROZEN DESSERTS, LLC",39 FRIENDS AVE.,,HADDONFIELD,NJ,8033,PETER JAMES CRAMER,SUDBURY,MA,291.357-010,"Sales Representative, Door-To-Door",419091.0,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers","SALES REPRESENTATIVE, DOOR TO DOOR",12.0,12,13.41,HR,13.41,HR
306,C-11329-55888,2011-12-01,2011-11-25,CERTIFIED,H-2B,NY,2012-03-01,2012-12-20,JAMES C. GRIMES LAND DESIGN INC.,26  SO. EMBASSY STREET,,MONTAUK,NY,11954,JOHN GISMONDI GISMONDI,WESTBURY,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8.0,8,,,,
307,C-11329-55893,2011-12-01,2011-11-25,CERTIFIED,H-2B,NY,2012-03-01,2012-12-20,BUTTERCUP FARM & GARDEN INC,11 HAYBEACH ROAD,,SHELTER ISLAND HTS,NY,11965,JOHN GISMONDI GISMONDI,WESTBURY,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",4.0,4,,,,
308,C-11332-55895,2011-12-01,2011-11-28,PARTIAL CERTIFIED,H-2B,TX,2012-02-01,2012-11-30,SHOOTER AND LINDSEY INC,27271 KATY FREEWAY,,KATY,TX,77494,RITA ROMERO,BAY CITY,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",35.0,32,8.08,HR,8.08,HR
309,C-11332-55896,2011-12-01,2011-11-28,PARTIAL CERTIFIED,H-2B,NY,2012-02-23,2012-12-15,CARMINE LABRIOLA CONTRACTING CORPORATION,200 JOHNSON RD.,,SCARSDALE,NY,10583,RITA ROMERO,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",60.0,53,11.75,HR,11.75,HR
310,C-11332-55897,2011-12-01,2011-11-28,PARTIAL CERTIFIED,H-2B,NJ,2012-03-01,2012-12-30,JIM DUNPHY'S LANDSCAPING LLC,P.O. BOX 363,,HAINESPORT,NJ,8036,APRIL MCKINNEY,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",30.0,25,,,,
311,C-11332-55898,2011-12-01,2011-11-28,PARTIAL CERTIFIED,H-2B,TX,2012-02-01,2012-11-30,CHICK LANDSCAPING INC,9710 LARK TRAIL,,SALADO,TX,76571,BRANDI COWAN/FEDERATION OF EMPLOYERS AND WORKERS O,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",60.0,58,8.19,HR,8.19,HR
312,C-11332-55900,2011-12-01,2011-11-28,CERTIFIED,H-2B,SC,2011-12-26,2012-09-30,"STONE FORESTRY SERVICES, INC.",2011 PLUM NELLY ROAD,,RISING FAWN,GA,30738,STEPHEN WARD,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,160.0,160,9.99,HR,9.99,HR
313,C-11332-55903,2011-12-01,2011-11-28,PARTIAL CERTIFIED,H-2B,NJ,2012-03-01,2012-11-30,FARMSIDE LANDSCAPE & DESIGN,12 KUPERUS LANE,,SUSSEX,NJ,7461,BRANDI COWAN,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",14.0,12,,,,
314,C-11332-55905,2011-12-01,2011-11-28,CERTIFIED,H-2B,NJ,2012-03-01,2012-12-01,ROCKWELL ASSOCIATES LLC,PO BOX 542,,RIDLEY PARK,PA,19078,APRIL MCKINNEY / FEDERATION OF EMPLOYERS AND WORKE,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",7.0,7,9.54,HR,9.54,HR
315,C-11332-55906,2011-12-01,2011-11-28,CERTIFIED,H-2B,PA,2012-02-29,2012-12-14,"SCHNATZ & ROHRER LANDSCAPING, INC.",1117 AIRPORT ROAD,,WEST CHESTER,PA,19380,SMANTHA E.F. ROBERTS,COLLEGEVILLE,PA,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",4.0,4,9.54,HR,9.54,HR
316,C-11332-55909,2011-12-01,2011-11-28,CERTIFIED,H-2B,NJ,2012-03-01,2012-12-31,BRADBURY LANDSCAPE INC,P.O. BOX 65,,CLOSTER,NJ,7624,RITA ROMERO/ FEDERATION OF EMPLOYERS AND WORKERS O,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",10.0,10,9.83,HR,9.83,HR
317,C-11332-55912,2011-12-01,2011-11-28,CERTIFIED,H-2B,TX,2012-02-01,2012-12-01,JACOBSON LAWNWORKS LTD.,10916 AB CROWN COLONY DRIVE,,AUSTIN,TX,78747,,,,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8.0,8,8.17,HR,8.17,HR
318,C-11332-55915,2011-12-01,2011-11-28,CERTIFIED,H-2B,NY,2012-03-01,2012-12-15,A. MARINUCCI CONTRACTING,18 JEAN PLACE,,SYOSSET,NY,11791,JOHN GISMONDI GISMONDI,WESTBURY,NY,861.381-038,Stonemason,472022.0,Stonemasons,STONEMASON,3.0,3,12.63,HR,12.63,HR
319,C-11332-55916,2011-12-01,2011-11-28,CERTIFIED,H-2B,NY,2012-03-01,2012-12-20,HUTCHISON LANDSCAPE SERVICES,19 RED CREEK CIRCLE,,HAMPTON BAYS,NY,11946,JOHN GISMONDI GISMONDI,WESTBURY,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",3.0,3,9.2,HR,9.2,HR
320,C-11332-55917,2011-12-01,2011-11-28,CERTIFIED,H-2B,NY,2012-03-01,2012-12-20,LAKESIDE LAWN & LANDSCAPING,1050 WATERVIEW DRIVE,,SOUTHOLD,NY,11971,JOHN GISMONDI,WESTBURY,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",3.0,3,9.2,HR,9.2,HR
321,C-11332-55919,2011-12-01,2011-11-28,CERTIFIED,H-2B,MO,2012-03-05,2012-11-15,ALHONNA RESORT INC,677 OUTTER DRIVE,,LAKE OZARK,MO,65049,JOHN GISMONDI,WESTBURY,NY,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",5.0,5,7.81,HR,7.81,HR
322,C-11332-55920,2011-12-01,2011-11-28,CERTIFIED,H-2B,NY,2012-03-01,2012-12-15,SIVILLI LANDSCAPE CONTRACTING,41 TITUS AVENUE,,CARLE PLACE,NY,11514,JOHN GISMONDI,WESTBURY,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",6.0,6,9.2,HR,9.2,HR
323,C-11332-55921,2011-12-01,2011-11-28,CERTIFIED,H-2B,NY,2012-03-01,2012-12-20,HORIZONS UNLIMITED LANDSCAPE DESIGN INC,P.O. BOX 1588,,EAST QUOGUE,NY,11942,JOHN GISMONDI GISMONDI,WESTBURY,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",3.0,3,9.2,HR,9.2,HR
324,C-11332-55923,2011-12-01,2011-11-28,CERTIFIED,H-2B,NY,2012-03-01,2012-11-30,MAIDSTONE CLUB,OLD BEACH LANE,PO BOX 5110,EAST HAMPTON,NY,11937,JOHN GISMONDI,WESTBURY,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",6.0,6,9.2,HR,9.2,HR
325,C-11332-55924,2011-12-01,2011-11-28,CERTIFIED,H-2B,NY,2012-03-01,2012-12-20,ARCADIA HOLDING COMPANY LLC,1300 BAPTIST CHURCH ROAD,,YORKTOWN HEIGHTS,NY,10598,JOHN GISMONDI,WESTBURY,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",3.0,3,9.83,HR,9.83,HR
326,C-11297-55654,2011-12-02,2011-10-24,DENIED,H-2B,AL,2011-10-03,2012-06-15,ALPINE FORESTRY LLC,137 B COMMERCE AVE. SUITE 287,,LA GRANGE,GA,30241,GINNY MUILENBURG/ LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,165.0,0,7.25,HR,7.25,HR
327,C-11308-55699,2011-12-02,2011-11-04,DENIED,H-2B,MA,2012-01-15,2012-12-01,"MASSACHUSETTS PREMIER SOCCER, LLC.",85 CENTRAL ST.,,WALTHAM,MA,2453,GREGORY J. VARTANIAN,BOSTON,MA,153.117-010,Head Coach,272022.0,Coaches and Scouts,HEAD COACH,100.0,0,,,,
328,C-11308-55707,2011-12-02,2011-11-04,DENIED,H-2B,OK,2012-02-01,2012-12-01,MILLER TIME MANUFACTURING LLC,201 EAST SENECA,,NOWATA,OK,74048,KATHRYN JUNE HAWS,MONKEY ISLAND,OK,519.667-014,"Laborer, Solder Making",519198.0,Helpers--Production Workers,"LABORER, SOLDER MAKING",10.0,0,10.11,HR,10.11,HR
329,C-11311-55710,2011-12-02,2011-11-07,CERTIFIED,H-2B,LA,2011-12-13,2012-08-31,"PRECISION ASSEMBLY MANUFACTURING, LLC",131 BAIT ALLEY,,AKERS,LA,70421,GINNY MUILENBURG,COEUR D'ALENE,ID,311.674-014,Raw Shellfish Preparer,352021.0,Food Preparation Workers,RAW SHELLFISH PREPARER,20.0,20,8.24,HR,8.24,HR
330,C-11314-55736,2011-12-02,2011-11-10,CERTIFIED,H-2B,TX,2012-02-01,2012-11-30,J.M. CONSTRUCTION,103 CR 4761,,SULPHUR SPRINGS,TX,75482,LORI ANN WHITTEN OR DANIELLE RENE CLARK,WYLIE,TX,579.665-014,"Laborer, Concrete-Mixing Plant",537062.0,"Laborers and Freight, Stock, and Material Movers, Hand","LABORER, CONCRETE MIXING PLANT",10.0,10,10.71,HR,10.71,HR
331,C-11318-55754,2011-12-02,2011-11-14,DENIED,H-2B,PA,2012-03-01,2012-12-31,PARSONS ORCHARD,9114 FT MCCORD RD,,CHAMBERSBOURG,PA,17201,,,,421.687-010,"Farmworker, General II",452093.0,"Farmworkers, Farm and Ranch Animals","FARMWORKER, GENERAL II",1.0,0,10.75,HR,10.75,HR
332,C-11332-55904,2011-12-02,2011-11-28,CERTIFIED,H-2B,NJ,2012-02-01,2012-11-30,J & L LAWNS AND LANDSCAPING LLC,7149 MILLVILLE MAYS LANDING RD.,,MILMAY,NJ,8340,BRANDI COWAN,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",6.0,6,9.68,HR,9.68,HR
333,C-11332-55914,2011-12-02,2011-11-28,CERTIFIED,H-2B,NY,2012-03-01,2012-12-20,JOSE FLORES LANDSCAPING INC,63 DREXEL AVENUE,,WESTBURY,NY,11590,JOHN GISMONDI,WESTBURY,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",4.0,4,9.2,HR,9.2,HR
334,C-11332-55918,2011-12-02,2011-11-28,CERTIFIED,H-2B,NY,2012-03-01,2012-12-15,CONTEMPORARY STONESCAPES LTD,11 JULIET LANE,,NORTHPORT,NY,11768,JOHN GISMONDI GISMONDI,WESTBURY,NY,861.687-010,"Bricklayer Helper, Firebrick and Refractory Tile",473011.0,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","BRICKLAYER HELPER, FIREBRICK AND REFRACTORY TILE",12.0,12,,,,
335,C-11332-55922,2011-12-02,2011-11-28,PARTIAL CERTIFIED,H-2B,NY,2012-03-01,2012-12-20,HOFKNECHT'S HORTICULTURAL SVCS INC,115 OLD BROADWAY,,NEW HYDE PARK,NY,11040,JOHN GISMONDI,WESTBURY,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",5.0,4,,,,
336,C-11333-55925,2011-12-02,2011-11-29,CERTIFIED,H-2B,TX,2012-03-01,2012-11-30,"FLOWER MOUND WATER BLAST, INC.",2030 LOVERS LN,,KRUM,TX,76249,DANIELLE RENE CLARK/ACTION VISA ASSISTANCE,WYLIE,TX,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",48.0,48,11.15,HR,11.15,HR
337,C-11333-55926,2011-12-02,2011-11-29,CERTIFIED,H-2B,TX,2012-03-01,2012-11-30,"H & B LAWN & LANDSCAPE, INC.",10483 FINCHER RD.,,ARGYLE,TX,76226,LORI ANN WHITTEN OR DANIELLE RENE CLARK,WYLIE,TX,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",10.0,10,8.16,HR,8.16,HR
338,C-11333-55928,2011-12-02,2011-11-29,CERTIFIED,H-2B,LA,2012-03-01,2012-11-15,"OAKBOURNE COUNTRY CLUB, INC.",3700 E. SIMCOE ST.,,LAFAYETTE,LA,70501,LORI ANN WHITTEN OR DANIELLE RENE CLARK/,WYLIE,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",6.0,6,9.1,HR,9.1,HR
339,C-11333-55936,2011-12-02,2011-11-29,CERTIFIED,H-2B,NY,2012-03-01,2012-12-15,WAINSCOTT FARMS INC,P.O. BOX 696,DANIELS HOLE ROAD,WAINSCOTT,NY,11975,MELINDA RUBIN,HAMPTON BAYS,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",3.0,3,9.2,HR,9.2,HR
340,C-11333-55938,2011-12-02,2011-11-29,CERTIFIED,H-2B,FL,2011-12-01,2012-05-31,EDWIN T. BROOME,3437 NE 210TH TERR.,,AVENTURA,FL,33180,CRAIG DAVID MCDOUGAL,NORMAN,OK,410.674-010,Animal Caretaker,392021.0,Nonfarm Animal Caretakers,ANIMAL CARETAKER,2.0,2,9.34,HR,9.34,HR
341,C-11333-55941,2011-12-02,2011-11-29,PARTIAL CERTIFIED,H-2B,LA,2012-02-20,2012-12-20,"HARVEST TIME SEAFOOD, INC.",208 WEST ELINA ST.,,ABBEVILLE,LA,70510,LINDA D. WHITE,LIVINGSTON,LA,525.687-126,Crab Meat Processor,513022.0,"Meat, Poultry, and Fish Cutters and Trimmers",CRAB MEAT PROCESSOR,50.0,46,,,,
